"Date","Open","High","Low","Close","Volume"
"09/29/2022","168.8","169.14","165","166.61","5,167,730"
"09/28/2022","166.91","169.62","165.24","168.67","5,480,944"
"09/27/2022","168.24","170","165.24","166.01","5,400,774"
"09/26/2022","168.33","170.01","167.53","168.45","5,326,578"
"09/23/2022","168.39","168.75","166.53","168.52","4,565,224"
"09/22/2022","168.4","169.89","168.05","168.6","4,290,658"
"09/21/2022","169.88","172.03","168.34","168.44","5,134,461"
"09/20/2022","167.58","169.15","166.86","168.92","3,872,155"
"09/19/2022","167.06","168.81","166.5","168.73","3,720,886"
"09/16/2022","166.36","167.17","165.25","166.97","12,012,630"
"09/15/2022","168.53","168.56","165.335","165.88","5,460,988"
"09/14/2022","168.12","169.19","167.57","168.68","5,156,886"
"09/13/2022","172.5","172.83","166.95","167.41","6,926,199"
"09/12/2022","173.22","174.44","172.75","173.9","5,953,266"
"09/09/2022","172.65","174.55","171.67","173.22","3,662,160"
"09/08/2022","172.78","173.43","170.56","172.67","3,888,130"
"09/07/2022","170.62","173.775","169.93","173.25","6,074,572"
"09/06/2022","170.98","172.59","169.125","169.51","4,900,124"
"09/02/2022","173.72","174.97","169.89","170.66","5,801,495"
"09/01/2022","170.92","172.98","170.24","172.85","4,846,285"
"08/31/2022","173.81","174.41","172.2","172.27","5,597,882"
"08/30/2022","174.34","174.685","172.33","172.99","4,026,406"
"08/29/2022","174.55","175.29","173.21","174.49","4,184,510"
"08/26/2022","179.96","179.98","174.67","175.04","5,246,614"
"08/25/2022","179.03","179.35","177.39","179.27","3,401,795"
"08/24/2022","178.37","179.5","178.11","179.26","3,340,557"
"08/23/2022","177.82","178.86","177.29","178.37","2,574,995"
"08/22/2022","180.135","180.47","178.02","178.45","3,384,988"
"08/19/2022","179.76","181.01","179.32","180.17","3,703,971"
"08/18/2022","180.82","180.93","179.94","180.4","3,010,644"
"08/17/2022","180.1","181.07","179.72","180.22","2,666,289"
"08/16/2022","179.78","180.7","178.64","180.32","3,395,730"
"08/15/2022","177.77","179.36","176.8","179.28","3,043,178"
"08/12/2022","175.93","177.38","175.38","177.33","3,756,404"
"08/11/2022","176.36","177.12","174.67","175.04","2,743,920"
"08/10/2022","175.81","176.43","174.72","175.94","4,041,101"
"08/09/2022","174.79","175.23","173.9579","174.5","3,228,826"
"08/08/2022","175.79","175.97","173.32","173.85","2,846,584"
"08/05/2022","174.39","174.7","172.4","174.55","3,295,615"
"08/04/2022","176.42","176.74","174.575","175.87","3,822,568"
"08/03/2022","175.08","177.06","174.24","176.83","4,401,333"
"08/02/2022","176.94","177.145","175.22","175.49","3,781,152"
"08/01/2022","174.55","177.69","174.55","176.95","4,034,834"
"07/29/2022","173.66","175.48","173.39","174.96","4,215,592"
"07/28/2022","171.87","175.12","171.19","174.84","3,134,222"
"07/27/2022","170.49","171.95","169.06","171.59","4,479,030"
"07/26/2022","170.57","171.99","169.24","171.83","3,732,349"
"07/25/2022","170.31","170.86","169.04","169.85","3,357,159"
"07/22/2022","169.14","170.57","168.49","169.61","3,757,926"
"07/21/2022","167.99","169.41","167.56","168.51","3,088,309"
"07/20/2022","170.05","170.57","167.46","168.26","3,460,726"
"07/19/2022","170.25","170.75","168.6262","170.06","4,201,588"
"07/18/2022","171.15","171.24","167.85","168.26","3,479,707"
"07/15/2022","171.34","172.92","170.02","171.12","4,659,092"
"07/14/2022","168.29","171.1601","167.7","170.98","4,218,307"
"07/13/2022","168.54","171.44","167.98","170.1","4,533,125"
"07/12/2022","173","173.32","168.87","169.5","5,201,629"
"07/11/2022","171.41","172.8","170.02","170.47","4,929,822"
"07/08/2022","170.57","172.7","170.55","171.88","3,483,014"
"07/07/2022","169.52","171.04","169.38","170.36","5,150,219"
"07/06/2022","170","171.95","169.48","170.7","4,209,229"
"07/05/2022","168.63","169.39","165.33","169.01","4,971,671"
"07/01/2022","166.74","169.52","165.76","169.39","3,918,710"
"06/30/2022","167.13","167.58","165.63","166.66","6,295,089"
"06/29/2022","166.06","167.56","165.35","166.73","3,653,622"
"06/28/2022","167.15","168.45","163.85","164.01","4,391,330"
"06/27/2022","165.87","167.13","165.34","166.35","4,595,815"
"06/24/2022","165.64","166.19","163.94","166.13","5,951,692"
"06/23/2022","163.78","165.14","163.15","164.1","5,810,719"
"06/22/2022","160.33","162.99","159.56","162.03","4,706,643"
"06/21/2022","158.17","160.96","157.35","160.71","4,449,779"
"06/17/2022","157.03","158.99","156.165","157.06","9,881,835"
"06/16/2022","156.63","158.46","155.11","157.03","7,207,930"
"06/15/2022","157.92","159.84","155.93","157.79","5,940,075"
"06/14/2022","160","160.05","154.8576","156.12","6,159,174"
"06/13/2022","160.53","162.87","159.06","159.74","6,300,708"
"06/10/2022","160.97","163.918","159.45","162.52","5,204,718"
"06/09/2022","165.19","166.93","162.67","162.78","3,522,973"
"06/08/2022","165.74","166.81","165.11","165.73","2,646,900"
"06/07/2022","165.68","166.86","164.22","166.56","4,168,296"
"06/06/2022","166.46","167.62","164.725","165.54","3,447,947"
"06/03/2022","165.859","166.59","164.36","164.85","4,222,131"
"06/02/2022","165.62","166.75","162.645","166.68","4,677,458"
"06/01/2022","168.18","168.38","163.82","166.49","5,613,940"
"05/31/2022","170.98","170.98","165.37","167.75","13,609,990"
"05/27/2022","171.26","171.81","170.2","171.77","6,713,600"
"05/26/2022","168.96","171.09","168.96","170.11","5,193,863"
"05/25/2022","167.85","169.49","166.96","168.97","5,781,034"
"05/24/2022","166.02","168.255","165.1555","167.82","6,327,782"
"05/23/2022","164.21","166.95","163.57","165.6","4,657,761"
"05/20/2022","162.24","163.06","159.62","162.21","5,768,823"
"05/19/2022","162.5","162.78","159.6656","161.2","6,423,817"
"05/18/2022","173.686","173.87","162.92","163.65","8,875,409"
"05/17/2022","175.31","175.68","172.58","174.46","5,012,159"
"05/16/2022","173.71","176.3","173.4201","175.47","5,317,216"
"05/13/2022","170.7","174.16","169.46","173.72","4,714,614"
"05/12/2022","171.25","171.99","168.16","170.4","6,473,535"
"05/11/2022","170.82","172.41","169.92","170.66","5,376,851"
"05/10/2022","173.12","174.54","170.75","171.49","5,936,727"
"05/09/2022","169.66","172.885","168.76","171.7","7,269,081"
"05/06/2022","169.24","170.8","168.72","170.41","5,824,752"
"05/05/2022","173.1","173.32","169.08","170.39","6,534,321"
"05/04/2022","167.61","174.12","167.61","173.86","6,231,681"
"05/03/2022","169.14","169.31","166.58","167.99","5,564,864"
"05/02/2022","172.995","173.46","165.27","167.76","7,692,131"
"04/29/2022","177.41","177.41","171.41","171.71","6,505,570"
"04/28/2022","174.53","177.62","173.82","177.5","5,235,831"
"04/27/2022","173.42","176.69","173.19","174.85","5,180,479"
"04/26/2022","173.97","175.3486","172.73","173.3","7,386,563"
"04/25/2022","173.21","173.92","171","173.74","7,369,911"
"04/22/2022","174.99","175.27","171.94","172.15","5,864,027"
"04/21/2022","175.76","177.24","174.65","174.84","3,701,297"
"04/20/2022","173.72","175.97","173.72","175.47","4,197,764"
"04/19/2022","169.84","173.165","169.84","172.9","3,641,992"
"04/18/2022","171.22","172.31","169.96","170.42","3,086,009"
"04/14/2022","173.48","174.26","171.76","171.9","4,834,298"
"04/13/2022","173.58","173.82","171.73","173","4,394,054"
"04/12/2022","173.78","174.65","172.63","173.3","3,924,333"
"04/11/2022","173.61","174.97","172.32","172.6","3,825,328"
"04/08/2022","172.99","173.69","171.59","173.13","3,883,183"
"04/07/2022","172.03","173.28","170.78","172.55","5,041,686"
"04/06/2022","169.92","172.7","169.485","172.39","4,294,868"
"04/05/2022","168.32","171.38","168.32","169.5","4,480,879"
"04/04/2022","169.11","169.39","167.45","169.32","3,759,985"
"04/01/2022","167.89","169.93","167.37","169.76","3,239,641"
"03/31/2022","168.37","169.3","167.27","167.38","6,076,177"
"03/30/2022","168.1","168.24","166.115","167.96","3,871,556"
"03/29/2022","167.29","168.58","166.37","168.19","4,440,480"
"03/28/2022","165.1","165.77","163.71","165.73","4,308,007"
"03/25/2022","164.43","165.9","164.43","165.24","4,147,791"
"03/24/2022","164.06","164.73","163.27","164.47","3,160,320"
"03/23/2022","164.248","165.275","162.63","163.48","4,533,800"
"03/22/2022","162.84","164.77","162.23","164.34","5,779,187"
"03/21/2022","162.27","163.81","161.075","162.56","5,122,570"
"03/18/2022","161.38","162.93","160.06","162.79","12,123,180"
"03/17/2022","159.83","161.63","159.3","160.94","3,587,628"
"03/16/2022","158.41","159.99","157.04","159.7","6,299,191"
"03/15/2022","157.32","159.5","156.83","159","6,203,356"
"03/14/2022","155.15","157.8","154.5","155.89","6,075,566"
"03/11/2022","155.45","156.885","153.48","153.73","4,762,675"
"03/10/2022","155.79","156.25","153.37","154.51","6,103,671"
"03/09/2022","159.81","160.06","156.4","157.4","5,764,927"
"03/08/2022","162.38","163.97","157.69","157.87","6,163,724"
"03/07/2022","164.07","165.15","162.13","162.45","6,319,483"
"03/04/2022","162","166.5","160.92","165.75","6,341,095"
"03/03/2022","163.97","165.19","162.8","163.27","5,352,221"
"03/02/2022","162.98","165.82","162.49","164.52","5,452,091"
"03/01/2022","163.07","164.4","161.3","162.27","5,108,127"
"02/28/2022","164.04","165.21","161.405","163.74","7,676,988"
"02/25/2022","164.42","168.46","164.26","168.38","6,535,637"
"02/24/2022","165.71","166.34","160.285","163.79","8,888,796"
"02/23/2022","169.12","169.12","166.52","166.69","5,813,018"
"02/22/2022","168.57","168.94","166.23","168.35","7,734,132"
"02/18/2022","167.11","168.235","166.22","167.71","5,181,629"
"02/17/2022","166.01","167.9523","165","166.75","5,156,836"
"02/16/2022","165.63","167.195","164.54","166.3","4,161,755"
"02/15/2022","167.217","168.25","165.261","165.96","4,943,851"
"02/14/2022","169.415","169.675","165.1","166.7","6,822,570"
"02/11/2022","168.06","170.31","167.6901","168.58","7,299,574"
"02/10/2022","168.655","171.45","167.3","168.37","7,899,839"
"02/09/2022","172.5","172.78","171.01","171.94","6,780,166"
"02/08/2022","172.63","172.64","170.31","172.02","3,957,685"
"02/07/2022","172.74","172.99","171.21","171.81","4,813,468"
"02/04/2022","173.1","174.89","171.19","172.49","4,592,442"
"02/03/2022","175.27","176.66","173.83","175.37","4,632,699"
"02/02/2022","172.76","175.64","172.57","175.47","5,766,988"
"02/01/2022","173.15","173.43","169.56","172.34","5,952,749"
"01/31/2022","170.77","174.11","170.59","173.52","5,908,136"
"01/28/2022","168.51","172.73","167.21","172.67","5,796,013"
"01/27/2022","170.78","173.28","168.78","169.37","6,545,927"
"01/26/2022","169.36","171.81","166.45","169.53","6,841,794"
"01/25/2022","172.08","172.48","169.74","171.34","6,536,944"
"01/24/2022","175.49","176.5","168.96","173.33","9,272,361"
"01/21/2022","175.327","177.24","174.11","174.22","6,753,166"
"01/20/2022","175.41","176.88","173.84","173.94","6,284,161"
"01/19/2022","173.96","175.96","173.57","175.21","6,424,470"
"01/18/2022","173.62","174.76","173.15","173.96","5,790,386"
"01/14/2022","174.57","175.94","173.4","175.64","4,474,579"
"01/13/2022","173.71","174.6861","173.24","174.18","4,310,283"
"01/12/2022","173.9","174.33","172.95","173.9","5,267,988"
"01/11/2022","173.684","174.23","171.62","174.09","6,452,499"
"01/10/2022","174.436","175.84","173.62","174.17","5,056,068"
"01/07/2022","174.09","174.69","172.61","174.08","4,916,044"
"01/06/2022","173.91","175.6","173.2275","173.86","4,288,788"
"01/05/2022","173.355","175.36","173.23","173.82","6,564,551"
"01/04/2022","172.66","174.45","172.2","173.23","4,717,843"
"01/03/2022","172.2","173.19","170.565","172.98","5,489,586"
"12/31/2021","172.46","174.015","172.11","173.71","2,914,941"
"12/30/2021","173.54","173.62","172.23","172.67","1,988,984"
"12/29/2021","172.79","173.46","171.93","172.97","2,299,691"
"12/28/2021","171.46","172.79","171.2","172.36","2,333,095"
"12/27/2021","169.985","171.56","169.765","171.47","2,868,961"
"12/23/2021","169.978","170.63","169.25","169.78","3,241,793"
"12/22/2021","168.96","169.99","168.27","169.97","4,362,937"
"12/21/2021","169.23","169.6025","167.775","168.92","3,401,433"
"12/20/2021","167.158","169.5","166.75","169.42","5,263,606"
"12/17/2021","171.11","172.38","168.05","168.3","10,181,240"
"12/16/2021","171.57","173.56","171.02","171.82","6,909,923"
"12/15/2021","169.77","171.78","169.46","171.57","5,507,820"
"12/14/2021","169.35","170.39","168.3","169.39","4,984,951"
"12/13/2021","168.93","171.255","168.05","169.81","5,411,817"
"12/10/2021","167.54","169.12","166.9","168.97","5,025,801"
"12/09/2021","165.92","166.88","164.85","166.31","3,644,496"
"12/08/2021","166.14","166.69","164.03","166.52","3,891,904"
"12/07/2021","166.42","166.96","165.66","166.23","5,460,142"
"12/06/2021","166.05","167.29","165.79","166.42","5,403,075"
"12/03/2021","161.47","164.88","161.34","164.71","6,465,861"
"12/02/2021","160.132","161.69","159.83","160.62","4,619,832"
"12/01/2021","162.47","163.25","160.05","160.16","5,385,896"
"11/30/2021","163.83","164","158.39","159.78","7,610,010"
"11/29/2021","162.67","164.58","161.14","164.14","5,305,787"
"11/26/2021","162.71","163.66","160.89","161.14","3,402,882"
"11/24/2021","165.088","165.5","162.58","163.74","3,309,539"
"11/23/2021","163.56","165.72","163.3079","165.25","3,878,130"
"11/22/2021","163.203","166.8","163.18","164.15","4,157,558"
"11/19/2021","164.5","165.0269","163.44","163.81","5,247,738"
"11/18/2021","162.81","163.52","161.7501","163.42","3,498,885"
"11/17/2021","162.62","163.671","162.08","163.37","3,332,233"
"11/16/2021","164.27","164.99","163.23","163.31","2,899,366"
"11/15/2021","162.51","163.88","162.49","163.8","3,357,116"
"11/12/2021","163.01","163.93","162.08","162.65","3,540,986"
"11/11/2021","163.97","163.98","162.55","162.69","2,453,158"
"11/10/2021","164.74","165","163.025","164.04","2,683,478"
"11/09/2021","162.31","163.86","162","163.51","3,778,818"
"11/08/2021","165.81","166.1","161.1546","162.43","5,766,611"
"11/05/2021","165.55","166.43","164.52","166","3,754,297"
"11/04/2021","164.22","164.56","163.35","164.31","3,310,257"
"11/03/2021","162.15","164.39","162.15","164.3","3,595,043"
"11/02/2021","161.55","162.81","160.94","162.74","3,464,557"
"11/01/2021","161.2","161.5","160.18","161.26","3,017,085"
"10/29/2021","161.03","162.26","160.905","161.6","4,558,172"
"10/28/2021","160.85","161.73","160.465","161.62","3,589,576"
"10/27/2021","161.75","161.84","159.56","160.61","3,751,840"
"10/26/2021","159.17","161.4","159.1","161.17","3,684,748"
"10/25/2021","159.95","159.95","158.79","159.22","3,281,194"
"10/22/2021","159.58","160.47","159.47","159.97","3,240,314"
"10/21/2021","161.39","161.43","158.98","159.18","4,164,717"
"10/20/2021","160.58","161.88","159.68","161.31","3,716,590"
"10/19/2021","158.64","160.16","157.54","160.1","3,125,832"
"10/18/2021","158.202","158.7","156.8","158.09","3,274,249"
"10/15/2021","159.66","159.66","157.51","158.81","4,312,982"
"10/14/2021","158.62","159.49","158.61","159.26","3,677,272"
"10/13/2021","157.46","158.05","156.02","157.99","3,601,013"
"10/12/2021","156.22","157.85","156.21","156.93","3,195,707"
"10/11/2021","156.39","157.23","155.66","156.24","2,738,194"
"10/08/2021","156.57","156.71","155.49","156.03","4,186,222"
"10/07/2021","155.52","157.75","155.52","156.39","4,605,134"
"10/06/2021","150.84","155.16","149.96","154.96","5,499,234"
"10/05/2021","151.358","152.39","150.07","151.09","6,103,136"
"10/04/2021","150.88","153","149.48","150.2","5,404,863"
"10/01/2021","151.35","151.61","149.52","150.95","4,274,300"
"09/30/2021","153.22","153.43","150.37","150.41","4,950,798"
"09/29/2021","151.34","153.17","150.69","152.3","3,326,568"
"09/28/2021","152.37","152.5","150.1","151.05","5,911,130"
"09/27/2021","153.8","154.15","152.39","152.72","4,482,063"
"09/24/2021","153.75","154.62","153.55","154.2","2,366,160"
"09/23/2021","153.69","154.93","153.54","154.13","2,712,534"
"09/22/2021","154.62","155.09","153.45","154.01","3,001,270"
"09/21/2021","154.61","156.12","152.97","153.54","4,479,924"
"09/20/2021","153.9","154.95","152.42","153.61","5,484,616"
"09/17/2021","155.23","155.5","153.83","154.13","8,127,397"
"09/16/2021","155.39","156.12","153.805","155.56","4,589,993"
"09/15/2021","155.22","156.38","154.78","156.02","3,702,573"
"09/14/2021","156.38","156.67","154.82","155.15","2,808,919"
"09/13/2021","155.94","157.4","155.39","155.76","3,367,464"
"09/10/2021","155.98","156.25","155.01","155.46","3,851,531"
"09/09/2021","156.88","156.97","155.4","155.73","3,560,737"
"09/08/2021","154.66","156.75","154.3","156.72","3,199,076"
"09/07/2021","156.48","156.76","153.68","154.53","4,610,142"
"09/03/2021","156.2","157.42","155.9","157.09","2,035,082"
"09/02/2021","156.79","157.29","155.87","156.95","2,862,535"
"09/01/2021","156.84","158.19","156.51","157.91","4,231,369"
"08/31/2021","156.09","156.47","155.34","156.39","5,291,405"
"08/30/2021","155.18","156.17","155.01","156","2,540,619"
"08/27/2021","154.84","155.41","154.21","154.94","4,166,498"
"08/26/2021","155.51","155.67","154.09","154.63","3,220,727"
"08/25/2021","155.36","155.67","154.16","155.2","3,346,864"
"08/24/2021","157.75","157.75","155.68","155.89","3,760,779"
"08/23/2021","157.83","158.52","157.3244","157.85","3,102,117"
"08/20/2021","158.93","159.63","158.25","158.35","3,484,313"
"08/19/2021","155.82","159.42","155.78","158.91","4,745,624"
"08/18/2021","157.68","158.2","156.2","156.28","3,419,286"
"08/17/2021","157.909","158.45","157.24","157.9","3,736,382"
"08/16/2021","156.93","158.12","156.7301","158.05","3,224,020"
"08/13/2021","155.1","156.67","154.9","156.52","2,113,883"
"08/12/2021","155.23","155.3","154.6","155.07","1,958,683"
"08/11/2021","154.71","156.02","154.47","155.04","3,058,025"
"08/10/2021","154.31","155.31","153.81","154.43","2,670,440"
"08/09/2021","154.64","154.79","153.71","154.35","2,636,653"
"08/06/2021","153.77","154.76","153.64","154.33","3,430,902"
"08/05/2021","154.98","155.19","153.87","154.31","3,733,574"
"08/04/2021","156.19","156.66","153.87","154.05","4,846,333"
"08/03/2021","157","157.15","156.31","156.67","3,359,870"
"08/02/2021","157","157.11","155.51","156.32","3,426,099"
"07/30/2021","157.37","157.6","156.62","156.95","3,757,332"
"07/29/2021","157.23","157.43","156.2","156.81","3,055,728"
"07/28/2021","157.6","157.96","155.909","156.49","3,556,918"
"07/27/2021","157.31","158.66","157.03","157.94","4,043,897"
"07/26/2021","156.79","157.47","156.03","157.07","2,999,895"
"07/23/2021","155.56","157.79","155.24","157.18","3,588,671"
"07/22/2021","155.19","155.76","153.972","155.19","3,333,589"
"07/21/2021","155.3","156.12","154.575","155.24","4,906,123"
"07/20/2021","156.2","157.33","155.56","155.82","5,213,868"
"07/19/2021","155.99","157.54","154.76","155.8","5,750,370"
"07/16/2021","155.68","156.835","155.11","155.82","5,852,919"
"07/15/2021","154.07","155.36","153.26","155.25","4,920,713"
"07/14/2021","152.89","155.14","152.8","154.54","6,390,323"
"07/13/2021","151.15","153.9116","150.75","152.96","8,750,828"
"07/12/2021","149.49","149.795","148.78","149.51","4,873,671"
"07/09/2021","149.41","150.31","149.17","149.48","4,088,587"
"07/08/2021","149.42","150.67","149.19","149.86","4,215,959"
"07/07/2021","149.29","150.695","149","149.79","4,224,975"
"07/06/2021","149.07","149.415","147.77","149.13","4,313,848"
"07/02/2021","148.9","149.78","148.56","148.91","3,835,526"
"07/01/2021","148.08","149.08","147.935","148.2","3,997,616"
"06/30/2021","147.43","148.31","147.2","148.17","4,943,688"
"06/29/2021","147.445","147.7","146.4","146.94","3,197,991"
"06/28/2021","146.76","147.5901","146.62","147.04","4,282,905"
"06/25/2021","145.76","146.79","145.239","146.41","6,387,907"
"06/24/2021","144.86","145.94","144.61","145.67","3,818,927"
"06/23/2021","146.06","146.125","144.83","144.85","3,901,698"
"06/22/2021","146.73","147.5032","146.285","146.78","3,517,987"
"06/21/2021","145.753","146.74","145.45","146.56","4,904,511"
"06/18/2021","147.98","147.98","145.23","145.42","10,661,670"
"06/17/2021","147.25","149","146.91","148.52","5,316,467"
"06/16/2021","148.86","149.27","146.75","147.1","5,492,088"
"06/15/2021","148.9","149.17","148.075","148.58","4,256,583"
"06/14/2021","147.47","148.63","146.79","148.57","3,831,939"
"06/11/2021","148.05","148.12","146.79","147.69","4,364,644"
"06/10/2021","146.31","148.015","146.13","147.6","4,698,243"
"06/09/2021","147.25","147.59","146.02","146.1","4,007,976"
"06/08/2021","147.7","147.87","145.915","146.37","5,997,199"
"06/07/2021","147.76","148.2499","146.71","147.75","4,724,137"
"06/04/2021","148","148.59","147.47","147.84","4,427,418"
"06/03/2021","146.71","147.76","146.16","147.67","4,651,603"
"06/02/2021","148.2","148.53","147.23","148.22","4,546,892"
"06/01/2021","148.78","148.85","147.09","147.63","5,530,380"
"05/28/2021","147.41","148.5","147.235","147.94","4,913,671"
"05/27/2021","148.56","148.77","146.44","146.51","9,203,638"
"05/26/2021","147.91","148.67","147.68","148.3","4,462,626"
"05/25/2021","147.85","148.37","147.01","148.3","4,649,319"
"05/24/2021","147.64","148.35","147.01","147.85","3,627,758"
"05/21/2021","147.873","148.31","146.52","147.1","5,194,240"
"05/20/2021","145.25","147.7299","145.11","147.23","3,964,589"
"05/19/2021","144.64","145.63","144.08","145.43","4,432,736"
"05/18/2021","146.64","146.95","145.32","145.51","4,527,258"
"05/17/2021","147","147.4","145.71","146.17","3,747,055"
"05/14/2021","147.2","147.9","146.415","146.59","4,224,694"
"05/13/2021","144.24","147.12","143.58","146.37","4,849,478"
"05/12/2021","144.877","145.74","143.85","144.23","5,652,038"
"05/11/2021","147.17","147.6399","145.02","145.65","5,266,131"
"05/10/2021","146.49","147.99","146.11","146.72","5,270,594"
"05/07/2021","145.23","146","144.57","145.56","4,181,026"
"05/06/2021","144.47","145.96","144.01","145.555","4,472,242"
"05/05/2021","143.715","144.57","143.5","143.89","5,305,240"
"05/04/2021","145.98","146.77","143.49","143.96","6,603,849"
"05/03/2021","145.028","146.78","144.1","145.79","6,109,788"
"04/30/2021","143.32","144.24","142.5","144.16","5,051,395"
"04/29/2021","142.1","144.43","141.97","143.94","4,699,889"
"04/28/2021","143.49","143.69","141.725","141.83","4,962,725"
"04/27/2021","142.62","143.18","142.125","142.89","4,693,738"
"04/26/2021","145.55","145.77","142.98","143.36","5,817,715"
"04/23/2021","145.51","146.34","145.06","145.83","4,354,823"
"04/22/2021","146.24","146.6509","145.38","146.07","4,904,476"
"04/21/2021","147.345","147.8","146.21","146.98","6,316,148"
"04/20/2021","144.13","146.65","143.93","145.71","4,999,846"
"04/19/2021","144.49","145.6","143.26","144.75","6,621,282"
"04/16/2021","143.46","144.32","142.46","144.16","6,481,399"
"04/15/2021","141.67","143.1","141.42","142.31","4,777,098"
"04/14/2021","142.57","142.72","141.24","142.11","4,685,255"
"04/13/2021","142.07","143.97","141.87","143.05","5,283,265"
"04/12/2021","142.2","143.47","142.05","143.02","4,386,781"
"04/09/2021","142.235","143.14","141.61","142.57","4,950,949"
"04/08/2021","143.68","144.16","142.05","142.54","6,725,340"
"04/07/2021","144","144.1","143.02","143.41","4,849,222"
"04/06/2021","143.04","144.2","142.56","143.67","4,751,927"
"04/05/2021","141.85","144.34","141.32","143.16","5,980,728"
"04/01/2021","141.19","142.3","140.11","141.28","4,823,383"
"03/31/2021","143.32","143.33","141.17","141.45","6,257,943"
"03/30/2021","143.68","144.75","142.12","142.54","4,372,866"
"03/29/2021","142.87","144.96","142.415","144.81","6,105,770"
"03/26/2021","139.62","143","139.13","142.7","6,785,599"
"03/25/2021","139.18","140.25","138.34","139.63","5,827,777"
"03/24/2021","139.01","140.11","138.78","138.81","5,082,339"
"03/23/2021","138.45","140.17","138.18","139.46","6,978,365"
"03/22/2021","135.63","138.2","135.09","137.8","7,813,395"
"03/19/2021","132.31","135.01","132.18","134.5","16,114,410"
"03/18/2021","132.36","133.08","131.41","132.53","6,476,677"
"03/17/2021","134.36","134.56","133.38","133.62","6,199,529"
"03/16/2021","133.08","134.58","132.75","134.01","5,544,740"
"03/15/2021","133.56","133.63","131.97","133.03","5,389,458"
"03/12/2021","133.12","133.79","132.64","133.04","5,275,179"
"03/11/2021","133.345","134.58","133.1","133.22","4,459,150"
"03/10/2021","132.523","134.47","130.54","133.58","7,791,665"
"03/09/2021","132.94","133.91","132","132.25","8,930,215"
"03/08/2021","133.23","134.18","131.99","132.13","8,634,912"
"03/05/2021","129.64","133.41","129.19","133.03","10,186,540"
"03/04/2021","129.25","131.75","128.32","128.83","9,102,794"
"03/03/2021","129.802","130.53","128.98","129.14","7,505,755"
"03/02/2021","130.5","132.03","130.38","131.07","5,613,974"
"03/01/2021","130.61","131.9699","130.34","130.62","5,287,738"
"02/26/2021","130.57","130.87","128.57","129.19","8,329,044"
"02/25/2021","131.35","132.09","129.8","130","5,702,339"
"02/24/2021","131.85","132.29","131.2","132.09","4,944,008"
"02/23/2021","132.65","134.34","131.3","132.78","6,264,268"
"02/22/2021","132.04","132.595","130.76","131.99","5,792,943"
"02/19/2021","135.01","135.12","132.285","132.51","5,414,944"
"02/18/2021","134.07","135.7","133.91","135.37","3,943,138"
"02/17/2021","134.06","135.07","133.8601","134.46","3,354,067"
"02/16/2021","134.561","134.81","133.4","134.38","5,180,052"
"02/12/2021","135.26","135.6","133.45","133.87","5,659,348"
"02/11/2021","137.85","138.205","134.34","134.97","7,527,981"
"02/10/2021","141.12","141.12","136.76","137.7","6,966,613"
"02/09/2021","141.13","141.15","139.49","139.6","3,179,260"
"02/08/2021","141.19","141.81","139.5","140.4","4,112,165"
"02/05/2021","140.49","142.12","139.73","140.96","4,437,864"
"02/04/2021","137.75","139.76","137.75","139.68","3,860,314"
"02/03/2021","137.75","138.95","137.07","138.02","3,609,640"
"02/02/2021","137.45","139.525","136.6","138.38","3,581,697"
"02/01/2021","136.98","137.96","135.9001","136.98","4,185,689"
"01/29/2021","138.114","138.46","136.015","136.57","6,778,137"
"01/28/2021","138.83","140.79","137.76","139.19","5,513,965"
"01/27/2021","140.505","142.33","137.55","138.04","6,659,804"
"01/26/2021","141.31","142.085","139.75","141.8","4,242,522"
"01/25/2021","138.064","140.33","137.58","140.18","3,829,014"
"01/22/2021","139.5","139.54","138.23","138.59","4,014,925"
"01/21/2021","140.29","140.79","138.74","139.61","5,684,273"
"01/20/2021","141.04","141.78","139.92","141.33","5,019,321"
"01/19/2021","142.375","142.58","141.44","142.06","5,158,614"
"01/15/2021","141.45","142.6","140.53","141.39","4,309,077"
"01/14/2021","141.48","142.44","141.07","141.76","4,724,886"
"01/13/2021","141.12","143.24","141","142.59","4,361,696"
"01/12/2021","141.63","141.995","139.445","141.43","5,149,996"
"01/11/2021","144.03","144.31","141.69","142.09","3,902,743"
"01/08/2021","142.47","144.4","141.66","144.18","4,312,289"
"01/07/2021","142.81","143.145","141.145","142.47","4,473,376"
"01/06/2021","141.67","143.6","141.59","142.93","4,843,265"
"01/05/2021","144.07","145.18","142.9","144.7","4,126,000"
"01/04/2021","147.01","147.78","141.94","144.27","7,486,940"
"12/31/2020","147.48","148.46","146.64","148.3","2,076,825"
"12/30/2020","147.47","147.9899","147.01","147.31","2,224,859"
"12/29/2020","147.68","148.77","146.84","147.42","3,186,688"
"12/28/2020","145.776","147.6","145.54","146.91","2,493,497"
"12/24/2020","144.83","145.11","144.14","145.06","883,285"
"12/23/2020","144.49","145.6","144.074","144.41","2,645,127"
"12/22/2020","144.6","145","143.475","144.02","2,653,806"
"12/21/2020","145","145.66","143.47","145.4","3,946,888"
"12/18/2020","146.33","147.1","145.495","146.93","8,980,403"
"12/17/2020","145.25","146.2","145.18","145.71","3,312,453"
"12/16/2020","143.98","145.4699","143.9","144.89","4,915,809"
"12/15/2020","144.56","145.27","143.89","144.77","3,183,783"
